SBD,HoTen,NgaySinh,KV,DT,UT,Toan,Van,Ly,Hoa,Sinh,Su,Dia,Anh,Nga,Phap,Trung,Duc,Nhat
KTA034980,Nguyen Xuan Dung,7/4/1997,KV2-NT,Khong,Khong,9.75,6.75,NA,8.25,4,NA,NA,6,NA,NA,NA,NA,NA
TLA032174,Le Thi Sang,3/16/1997,KV2,Khong,Khong,4.25,NA,8.25,7,6.5,NA,NA,5.25,NA,NA,NA,NA,NA
CON011865,Nguyen Van Nga,1/20/1997,KV2,Khong,Khong,7,7,NA,7.5,NA,NA,NA,5.25,NA,NA,NA,NA,NA
SPB001457,Tran Thi Cao,10/27/1997,KV3,Khong,Khong,2.75,NA,5,7.5,NA,NA,8.5,8.25,NA,NA,NA,NA,NA
SPB051021,Nguyen Van Hoa,3/14/1997,KV3,Khong,Khong,6.5,7.5,NA,4.75,NA,NA,NA,6,NA,NA,NA,NA,NA
CON062290,Nguyen Nhu Quan,2/13/1997,KV2,Khong,Khong,7.25,7.5,7.5,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA
SPB013392,Nguyen Van Khoa,3/3/1997,KV3,Khong,Khong,9,5.75,5.75,6.5,NA,NA,8.25,5.5,NA,NA,NA,NA,NA
CON040593,Phan Thi Kien,2/23/1997,KV1,Khong,Khong,9,6.5,6.5,5.5,NA,NA,7.25,6.5,NA,NA,NA,NA,NA
SPB040156,Nguyen Van Hao,9/16/1997,KV2,Khong,Khong,7.5,6.5,4.25,8.5,NA,NA,NA,4,NA,NA,NA,NA,NA
CON043482,Do Thi Cao,9/28/1997,KV3,Khong,Khong,6.25,6.25,NA,7.5,NA,NA,NA,4.25,NA,NA,NA,NA,NA
ABC034439,Hoang Xuan Dung,5/18/1997,KV2-NT,Khong,Khong,6.75,7.25,5.5,7.25,4.25,NA,6,6.5,NA,NA,NA,NA,NA
KTA089976,Tran Thi Ha,12/27/1997,KV2,Khong,Khong,5,6.5,5.5,6,9.5,NA,6,3.5,NA,NA,NA,NA,NA
TLA012329,Do Van Giang,5/19/1997,KV3,Khong,Khong,5.25,6.75,4.5,7.5,9.75,NA,6.25,4.25,NA,NA,NA,NA,NA
TLA045314,Ly Thi Kiem,10/2/1997,KV3,NDT2,Khong,8,6.5,6.75,7.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA
KTA069154,Tran Minh Hoa,10/3/1997,KV3,Khong,Khong,8.25,5,5.75,6.25,NA,NA,NA,5,NA,NA,NA,NA,NA
CON062433,Ly Thi Nguyet,7/26/1997,KV2,Khong,Khong,7.25,6,6.25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB035710,Tran Thi Tuan,12/30/1997,KV3,Khong,Khong,6,6,5.75,NA,NA,NA,6.75,7.5,NA,NA,NA,NA,NA
ABC039890,Nguyen Van Sang,10/23/1997,KV1,Khong,Khong,3.75,4.25,7.5,7.5,NA,NA,9.75,3.5,NA,NA,NA,NA,NA
TMA078462,Nguyen Hai Hoa,8/8/1997,KV2,Khong,Khong,8.5,5.75,6.5,NA,7.5,NA,NA,2.5,NA,NA,NA,NA,NA
TLA056450,Nguyen Minh Giang,1/9/1997,KV2,NDT2,Khong,6.25,7,6.75,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
SPB096599,Nguyen Hai Hue,3/31/1997,KV2-NT,Khong,Khong,8,NA,8.75,7.75,NA,NA,7,NA,NA,NA,NA,NA,NA
CON051808,Dang Van Giang,6/18/1997,KV2-NT,Khong,Khong,6.5,NA,9,8,NA,NA,NA,2,NA,NA,NA,NA,NA
TMA092631,Le Van Cao,2/7/1997,KV2-NT,Khong,Khong,6.25,6.25,8.5,6.75,NA,NA,NA,3.25,NA,NA,NA,NA,NA
BKT054231,Nguyen Van Tuan,5/1/1997,KV2-NT,Khong,Khong,7.5,4.25,6,7.25,NA,NA,NA,5.5,NA,NA,NA,NA,NA
KTA018930,Nguyen Dang Giang,7/23/1997,KV2,Khong,Khong,6.5,6.5,7.5,6.25,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TLA098712,Nguyen Thi Dung,7/14/1997,KV1,Khong,Khong,5.75,5.5,NA,7.5,NA,NA,NA,8.25,NA,NA,NA,NA,NA
ABC078693,Le Thi Giang,4/15/1997,KV2,Khong,Khong,7.5,3.25,6.5,6,NA,NA,NA,9.5,NA,NA,NA,NA,NA
CON057973,Pham Thi Giang,10/26/1997,KV2,Khong,Khong,7.25,4,6.5,7.75,6.25,NA,5.5,7.25,NA,NA,NA,NA,NA
KTA071192,Ho Van Nguyet,11/22/1997,KV2,Khong,Khong,7.25,5,6.5,NA,4.25,NA,NA,7.5,NA,NA,NA,NA,NA
BKT078145,Nguyen Thi Huong,8/3/1997,KV2-NT,Khong,Khong,7.5,NA,7,4,6.25,NA,NA,5.5,NA,NA,NA,NA,NA
TLA075899,Vu Thi Hai,2/19/1997,KV3,Khong,Khong,7.25,8.5,6.5,6.5,5.5,NA,4.75,NA,NA,NA,NA,NA,NA
SPB013299,Nguyen Van Nguyet,2/2/1997,KV2-NT,Khong,Khong,6.25,6.75,7.25,7.25,NA,NA,6.25,5.25,NA,NA,NA,NA,NA
SPB023081,Do Xuan Cao,7/29/1997,KV1,Khong,Khong,7.5,5.5,5.75,6.25,5,NA,NA,NA,NA,NA,NA,NA,NA
SPB036972,Vu Thi Hung,5/24/1997,KV2-NT,Khong,Khong,6.5,NA,NA,6.5,7.25,NA,NA,6.5,NA,NA,NA,NA,NA
BKT028942,Le Van Huong,10/26/1997,KV1,Khong,Khong,6,7,7.25,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
ABC073397,Hoang Thi Giang,12/25/1997,KV3,Khong,Khong,6.75,5.5,8.5,3.25,NA,NA,6.75,NA,NA,NA,NA,NA,NA
TLA091557,Vu Dang Quan,7/8/1997,KV2-NT,Khong,Khong,6.25,7.25,6,5.25,NA,NA,5.75,6,NA,NA,NA,NA,NA
KTA000842,Tran Thi Hoa,11/17/1997,KV2,Khong,Khong,6.5,6,NA,7.25,NA,NA,NA,4.75,NA,NA,NA,NA,NA
KTA042082,Dang Van Anh,9/24/1997,KV2-NT,Khong,Khong,6.25,5.25,5.75,NA,5.75,NA,6.75,8.5,NA,NA,NA,NA,NA
BKT028937,Bui Van Hung,4/10/1997,KV2,Khong,Khong,7.5,8.25,NA,6.5,NA,5.75,NA,5.5,NA,NA,NA,NA,NA
TMA031296,Tran Van Ha,4/13/1997,KV2,Khong,Khong,9,4,5.5,5,NA,NA,8.75,4.5,NA,NA,NA,NA,NA
BKT044868,Duong Thi Dung,12/18/1997,KV3,Khong,Khong,7.75,6,NA,5.25,8.5,NA,NA,9,NA,NA,NA,NA,NA
ABC018738,Nguyen Thi Hue,9/29/1997,KV2-NT,Khong,Khong,7,7.75,7.75,4.5,NA,NA,5,NA,NA,NA,NA,NA,NA
KTA081539,Pham Thi Thang,9/14/1997,KV3,Khong,Khong,7.75,6,4.5,7.5,NA,8,NA,7.25,NA,NA,NA,NA,NA
CON032688,Tran Thi Sang,4/30/1997,KV2,Khong,Khong,5.5,5,8.25,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT015267,Ly Thi Thang,1/1/1998,KV2-NT,Khong,Khong,6.75,6,7.25,2.25,6.5,NA,7.5,9,NA,NA,NA,NA,NA
TMA031853,Bui Thi Nga,10/29/1997,KV3,Khong,Khong,4.5,5.75,8,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA
BKT048970,Tran Thi Kiem,3/27/1997,KV2-NT,Khong,Khong,6,7,6,NA,NA,NA,6.5,5.25,NA,NA,NA,NA,NA
ABC077162,Pham Thi Dung,1/23/1997,KV2-NT,Khong,Khong,6.5,6.5,5.25,7.75,7.5,NA,7,3.5,NA,NA,NA,NA,NA
KTA039856,Nguyen Thi Thang,10/25/1997,KV3,Khong,Khong,6.75,7.5,6.25,7.25,NA,3.5,6.75,NA,NA,NA,NA,NA,NA
BKT073035,Nguyen Thi Kien,12/7/1997,KV2-NT,Khong,Khong,9,5.75,NA,6.5,NA,NA,NA,2.75,NA,NA,NA,NA,NA
KTA011406,Ho Thi Hung,11/25/1997,KV1,Khong,Khong,8.75,4.75,7.25,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA026520,Nguyen Thi Kien,6/1/1997,KV2,Khong,Khong,7.5,5.5,NA,6,NA,NA,4.75,6.5,NA,NA,NA,NA,NA
CON011251,Nguyen Thi Khoa,9/25/1997,KV2-NT,Khong,Khong,6,6.25,7.5,8,NA,NA,NA,5.5,NA,NA,NA,NA,NA
TLA020113,Vu Minh Thang,3/12/1997,KV3,Khong,Khong,5.25,7.25,NA,6.75,NA,8.25,NA,7,NA,NA,NA,NA,NA
TLA022692,Vu Hai Quan,7/31/1997,KV2,NDT1,Khong,8,5.25,8.5,NA,7.25,NA,NA,6,NA,NA,NA,NA,NA
ABC043534,Le Minh Dung,10/13/1997,KV2-NT,Khong,Khong,8.5,8.25,8.5,6.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
ABC080992,Tran Thi Ha,3/9/1997,KV2,Khong,Khong,7.75,6.75,NA,6.5,NA,NA,6,4,NA,NA,NA,NA,NA
CON028978,Le Thi Dung,8/8/1997,KV2,Khong,Khong,4.5,NA,6.25,6.25,NA,NA,NA,8.5,NA,NA,NA,NA,NA
BKT038336,Nguyen Minh Tuan,5/23/1997,KV1,Khong,Khong,8.25,NA,6.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC073227,Tran Thi Ha,1/22/1997,KV3,Khong,Khong,5.25,6.25,6.75,6.25,NA,NA,NA,5.75,NA,NA,NA,NA,NA
SPB058439,Hoang Van Thang,7/5/1997,KV2,Khong,Khong,8.25,6.25,4.5,7.5,4,3.75,NA,9.25,NA,NA,NA,NA,NA
ABC099524,Nguyen Van Hao,10/25/1997,KV2,Khong,Khong,7,7,8.5,8.5,NA,NA,5.25,6,NA,NA,NA,NA,NA
SPB062767,Le Minh Cao,12/4/1997,KV3,Khong,Khong,7.5,5,6.25,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA
CON011598,Tran Van Cao,6/28/1997,KV2,NDT2,Khong,4.5,6.25,7.5,7,NA,NA,NA,5.25,NA,NA,NA,NA,NA
SPB027747,Nguyen Van Cao,5/8/1997,KV2-NT,Khong,Khong,4,8,7.5,7,NA,NA,NA,5,NA,NA,NA,NA,NA
BKT013098,Nguyen Thi Kien,12/25/1997,KV1,Khong,Khong,8.75,6.5,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA
ABC004900,Nguyen Minh Giang,9/8/1997,KV3,Khong,Khong,4,6.5,6.5,6.5,NA,8.25,5.25,6,NA,NA,NA,NA,NA
TLA080612,Tran Xuan Khoa,1/13/1997,KV2,Khong,Khong,5.75,5.75,5.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA059456,Nguyen Thi Hoa,11/3/1997,KV3,Khong,Khong,6.5,7,5.75,7.25,NA,NA,6,NA,NA,NA,NA,NA,NA
BKT014550,Vu Thi Cao,10/27/1997,KV3,Khong,Khong,7,5.75,5.25,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA
SPB074515,Nguyen Thi Cao,9/24/1997,KV3,Khong,Khong,7,6,7.5,NA,NA,6,NA,4.75,NA,NA,NA,NA,NA
ABC095453,Phan Van Hue,6/15/1997,KV2,Khong,Khong,7.75,5.5,NA,8.25,3.25,NA,NA,8.25,NA,NA,NA,NA,NA
KTA085828,Tran Nhu Khoa,7/16/1997,KV2,Khong,Khong,4.25,6.5,5.75,NA,NA,NA,7,8,NA,NA,NA,NA,NA
ABC022957,Tran Thi Thang,3/17/1997,KV2,Khong,Khong,5.75,7,5.75,7.5,NA,6.25,NA,7.5,NA,NA,NA,NA,NA
BKT096405,Nguyen Thi Nga,5/29/1997,KV2,NDT1,Khong,7.5,7.5,8.5,7.5,NA,6.75,8.5,3.75,NA,NA,NA,NA,NA
TLA094082,Tran Xuan Kiem,12/18/1997,KV2-NT,Khong,Khong,7.25,8.25,4.5,6.5,NA,NA,6.5,5.5,NA,NA,NA,NA,NA
TMA013464,Hoang Thi Hue,10/2/1997,KV3,Khong,Khong,5.25,7,6.75,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA088797,Pham Van Nga,8/18/1997,KV2,Khong,Khong,6.5,5.5,8.5,6.75,4.5,NA,NA,NA,NA,NA,NA,NA,NA
SPB034497,Nguyen Thi Hao,5/4/1997,KV2,Khong,Khong,6,7,8.25,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT092484,Dang Hai Phuong,4/4/1997,KV3,Khong,Khong,5.25,5,6.5,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA053998,Hoang Van Huong,3/15/1997,KV2,Khong,Khong,6.25,6.75,7.75,7,NA,NA,9,4.25,NA,NA,NA,NA,NA
KTA072060,Nguyen Van Kien,1/1/1997,KV2-NT,Khong,Khong,6.25,6.75,NA,7.5,4.5,NA,NA,6,NA,NA,NA,NA,NA
TMA053275,Dang Van Cao,11/12/1997,KV2,Khong,Khong,8,NA,6.75,8.25,6.25,3.5,NA,NA,NA,NA,NA,NA,NA
TLA075276,Bui Van Kien,2/26/1997,KV2,Khong,Khong,2,NA,6.5,8.5,NA,7,NA,NA,NA,NA,NA,NA,NA
ABC050133,Nguyen Van Hao,12/6/1997,KV2-NT,Khong,Khong,8,7,4,NA,4.25,7.5,NA,7,NA,NA,NA,NA,NA
BKT078353,Le Van Hoa,1/31/1997,KV2,Khong,Khong,7,NA,7.25,6.25,NA,7,NA,3.5,NA,NA,NA,NA,NA
ABC002379,Pham Van Hao,11/22/1997,KV2,NDT2,Khong,6.5,5.5,8,3.5,8.75,NA,NA,4,NA,NA,NA,NA,NA
ABC090245,Pham Nhu Ha,8/3/1997,KV2-NT,Khong,Khong,7,6.25,7.75,6.5,NA,NA,NA,2.75,NA,NA,NA,NA,NA
BKT008656,Nguyen Van Anh,5/8/1997,KV2,Khong,Khong,8,6,4.75,6.75,NA,NA,NA,5.25,NA,NA,NA,NA,NA
KTA058331,Bui Van Thang,6/22/1997,KV2,Khong,Khong,7.5,8.5,6,7.5,NA,NA,6.75,NA,NA,NA,NA,NA,NA
KTA074123,Vu Nhu Kien,2/4/1997,KV3,Khong,Khong,7.5,6.5,5.75,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA
SPB057057,Pham Van Giang,2/27/1997,KV1,Khong,Khong,7.25,5.5,6.5,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
TMA082350,Nguyen Van Sang,10/2/1997,KV3,NDT1,Khong,6,7.25,NA,5,NA,7.5,8.75,3.75,NA,NA,NA,NA,NA
TLA094253,Nguyen Xuan Phuong,6/17/1997,KV2-NT,Khong,Khong,6.25,5.75,NA,9.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA
BKT038801,Nguyen Thi Khoa,5/11/1997,KV2-NT,Khong,Khong,6.75,NA,6.75,6.25,5.5,NA,NA,8.5,NA,NA,NA,NA,NA
TLA010414,Phan Nhu Sang,10/18/1997,KV2,Khong,Khong,5.5,8,6.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC098026,Vu Minh Thang,2/6/1997,KV2,Khong,Khong,8.25,NA,7.5,NA,5.25,NA,NA,7.25,NA,NA,NA,NA,NA
BKT001055,Tran Van Quan,3/12/1997,KV2-NT,Khong,Khong,7.75,5,7,8,6.75,NA,5.25,NA,NA,NA,NA,NA,NA
SPB054709,Pham Van Huong,8/13/1997,KV2,Khong,Khong,6.25,5.75,6.75,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB050329,Le Van Khoa,9/30/1997,KV2,Khong,Khong,6.75,6.5,NA,NA,NA,NA,8.75,3,NA,NA,NA,NA,NA
TLA041444,Nguyen Thi Nguyet,2/28/1997,KV3,Khong,Khong,6.5,4.5,9.5,NA,NA,8.5,6.25,3.5,NA,NA,NA,NA,NA
KTA067863,Do Thi Phuong,9/13/1997,KV2-NT,NDT2,Khong,3.25,8.25,7.75,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA061684,Pham Thi Hao,7/25/1997,KV2,Khong,Khong,6.5,7.25,NA,9.25,NA,8,NA,8.5,NA,NA,NA,NA,NA
TLA073257,Nguyen Van Sang,3/22/1997,KV2,Khong,Khong,5.5,4.5,6.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT092509,Tran Van Thang,10/9/1997,KV1,Khong,Khong,5.75,6.75,3.5,7.75,NA,NA,NA,6.5,NA,NA,NA,NA,NA
ABC012653,Hoang Van Anh,7/9/1997,KV3,Khong,Khong,6,5.5,NA,NA,8.25,NA,NA,6.5,NA,NA,NA,NA,NA
CON034653,Vu Thi Tuan,10/23/1997,KV3,Khong,Khong,7.5,7.25,6.5,6.75,NA,NA,NA,2,NA,NA,NA,NA,NA
TLA054714,Hoang Van Tuan,2/15/1997,KV2,Khong,Khong,4.5,4.5,NA,8,NA,NA,9,4,NA,NA,NA,NA,NA
SPB029431,Nguyen Thi Cao,3/9/1997,KV2-NT,Khong,Khong,7.75,7.5,NA,8,5.25,NA,NA,3,NA,NA,NA,NA,NA
SPB090828,Nguyen Xuan Hue,1/23/1997,KV1,Khong,Khong,4,5,7,8.75,NA,NA,NA,9.5,NA,NA,NA,NA,NA
TMA092017,Tran Van Giang,1/27/1997,KV2-NT,Khong,Khong,5.5,5,8.75,6.75,NA,NA,6,4,NA,NA,NA,NA,NA
TLA085528,Le Minh Hoa,5/24/1997,KV3,Khong,Khong,4.25,4.25,6,8.5,6.75,NA,6.5,7.25,NA,NA,NA,NA,NA
ABC052784,Nguyen Van Anh,6/24/1997,KV1,Khong,Khong,7,5.5,6.5,6.75,4.75,NA,NA,8,NA,NA,NA,NA,NA
SPB070354,Nguyen Xuan Sang,5/13/1997,KV3,Khong,Khong,6.25,8.25,NA,7.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
TLA037570,Le Nhu Ha,2/4/1997,KV2,Khong,Khong,9,6.25,8.5,9.25,5,NA,6,5,NA,NA,NA,NA,NA
CON018338,Le Minh Cao,6/2/1997,KV3,Khong,Khong,5.75,6.75,NA,7.75,NA,NA,5.25,8.25,NA,NA,NA,NA,NA
TLA058499,Le Thi Khoa,3/5/1997,KV3,Khong,Khong,5.5,NA,7.25,4.5,NA,NA,NA,9,NA,NA,NA,NA,NA
KTA041293,Do Thi Nga,11/2/1997,KV2-NT,Khong,Khong,3.25,7.5,8,7.5,NA,5.25,7,4,NA,NA,NA,NA,NA
TMA006271,Tran Thi Giang,4/19/1997,KV3,Khong,Khong,4.5,6.75,7.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON004829,Phan Van Kiem,12/26/1997,KV2,Khong,Khong,5.5,6,5.75,9.25,NA,NA,4.5,6,NA,NA,NA,NA,NA
BKT071973,Nguyen Thi Nga,3/7/1997,KV2,Khong,Khong,5.75,7,6.75,8,4.25,8.5,NA,5.25,NA,NA,NA,NA,NA
KTA056238,Nguyen Van Hung,10/22/1997,KV1,Khong,Khong,7,5,8,7.25,NA,NA,NA,3.5,NA,NA,NA,NA,NA
KTA051828,Nguyen Thi Nga,10/1/1997,KV3,Khong,Khong,7.25,6.5,8.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT019645,Pham Thi Nguyet,4/3/1997,KV2-NT,Khong,Khong,6.5,6.25,4.5,NA,NA,7.5,8.5,3.25,NA,NA,NA,NA,NA
KTA021924,Le Thi Hoa,9/18/1997,KV2-NT,Khong,Khong,7.5,NA,7.25,6.75,NA,NA,8.25,2.5,NA,NA,NA,NA,NA
TMA064938,Pham Van Kien,9/6/1997,KV2-NT,Khong,Khong,8.25,6.75,7.5,6.25,NA,NA,NA,2.75,NA,NA,NA,NA,NA
KTA094267,Nguyen Thi Dung,12/24/1997,KV2,Khong,Khong,8.25,6.75,5.75,NA,7.75,NA,NA,5.5,NA,NA,NA,NA,NA
KTA059801,Nguyen Thi Sang,2/6/1997,KV2-NT,Khong,Khong,5,NA,7.5,7.5,NA,NA,7.25,NA,NA,NA,NA,NA,NA
TLA037597,Tran Van Sang,8/20/1997,KV2-NT,Khong,Khong,7,6.25,7.25,6.5,NA,NA,NA,4.75,NA,NA,NA,NA,NA
KTA002112,Vu Xuan Khoa,6/19/1997,KV2,Khong,Khong,7.5,5.5,8.75,7.75,4,NA,NA,3.5,NA,NA,NA,NA,NA
BKT023931,Vu Thi Nga,7/4/1997,KV2-NT,Khong,Khong,6,6.75,8.25,NA,NA,NA,8.5,2.75,NA,NA,NA,NA,NA
TLA086272,Nguyen Thi Thang,10/6/1997,KV2-NT,Khong,Khong,5.75,7,7.5,7.5,NA,NA,NA,2.25,NA,NA,NA,NA,NA
ABC054185,Nguyen Van Hung,12/28/1997,KV3,Khong,Khong,6.5,7,6.25,7.5,8.25,NA,NA,2.5,NA,NA,NA,NA,NA
TLA060186,Hoang Hai Kien,8/30/1997,KV2-NT,Khong,Khong,5.75,4.25,6.75,NA,NA,6.5,6.25,6.75,NA,NA,NA,NA,NA
ABC057628,Nguyen Thi Quan,4/24/1997,KV3,Khong,Khong,6.5,6,6.75,6,8.5,NA,7,2.5,NA,NA,NA,NA,NA
BKT046358,Hoang Thi Nga,10/2/1997,KV3,Khong,Khong,7,5.25,5.5,4.5,NA,NA,6,9,NA,NA,NA,NA,NA
KTA069508,Le Van Hue,3/27/1997,KV2,Khong,Khong,9,6.75,4.5,7.75,NA,NA,NA,2,NA,NA,NA,NA,NA
SPB089839,Pham Thi Nguyet,10/31/1997,KV2-NT,Khong,Khong,7.25,7.5,6.75,NA,NA,NA,6.5,3,NA,NA,NA,NA,NA
BKT008043,Nguyen Thi Kien,8/26/1997,KV2-NT,Khong,Khong,7.75,7.5,5.5,6.25,6.25,NA,NA,3.5,NA,NA,NA,NA,NA
BKT056335,Ngo Thi Anh,12/4/1997,KV2,Khong,Khong,7.5,5.25,8,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
KTA004236,Nguyen Minh Hai,3/24/1997,KV2,Khong,Khong,7.25,6,7,NA,NA,9.25,3.5,3.5,NA,NA,NA,NA,NA
BKT084436,Tran Thi Nga,6/9/1997,KV2,Khong,Khong,4.75,7,3.25,7.5,NA,7.25,NA,7.5,NA,NA,NA,NA,NA
TMA006179,Tran Thi Anh,9/8/1997,KV2-NT,Khong,Khong,4.25,NA,7.75,6.25,NA,NA,NA,7.75,NA,NA,NA,NA,NA
TLA052823,Dang Van Hung,7/12/1997,KV2,Khong,Khong,6.25,8.25,7,NA,7.75,NA,NA,4.75,NA,NA,NA,NA,NA
CON039011,Ngo Thi Ha,11/11/1997,KV2-NT,Khong,Khong,8,NA,6.5,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
ABC097316,Dang Van Phuong,11/15/1997,KV3,Khong,Khong,5.75,NA,7,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA
TMA007370,Le Van Hue,2/10/1997,KV3,Khong,Khong,7,6.75,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA
KTA035314,Tran Minh Thang,3/19/1997,KV2-NT,Khong,Khong,8.25,5,5.5,NA,8.25,NA,NA,5,NA,NA,NA,NA,NA
SPB020132,Hoang Thi Giang,6/22/1997,KV2,Khong,Khong,8.75,5,NA,7.75,NA,9,NA,2.5,NA,NA,NA,NA,NA
KTA099582,Nguyen Thi Thang,1/12/1997,KV1,Khong,Khong,7,7,6.75,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA
KTA029341,Ho Van Ha,8/3/1997,KV2-NT,Khong,Khong,6.5,7,NA,7.5,NA,NA,NA,6.5,NA,NA,NA,NA,NA
KTA095403,Nguyen Thi Kien,12/8/1997,KV3,Khong,Khong,7,7,5.75,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
KTA097514,Nguyen Thi Anh,4/16/1997,KV3,Khong,Khong,5.5,8.5,7.25,NA,6,7,NA,4.75,NA,NA,NA,NA,NA
TMA032164,Le Van Giang,2/10/1997,KV2,Khong,Khong,7.5,5.5,6.75,NA,6,NA,NA,5.25,NA,NA,NA,NA,NA
KTA067012,Duong Van Huong,2/25/1997,KV2-NT,Khong,Khong,7.5,NA,NA,8.5,NA,NA,NA,2.75,NA,NA,NA,NA,NA
KTA088999,Nguyen Van Hoa,12/5/1997,KV2,Khong,Khong,6,6.5,7,7.5,8.25,0.5,8,5.5,NA,NA,NA,NA,NA
KTA041289,Tran Van Giang,7/13/1997,KV2-NT,Khong,Khong,4.25,7.5,6.75,9.5,NA,NA,7,4.25,NA,NA,NA,NA,NA
TLA015349,Nguyen Thi Quan,3/7/1997,KV2-NT,Khong,Khong,4.75,7.5,6,8,NA,NA,NA,8.25,NA,NA,NA,NA,NA
BKT069336,Nguyen Van Hung,1/10/1997,KV1,Khong,Khong,7.5,6.25,6.5,NA,NA,NA,9.25,2.5,NA,NA,NA,NA,NA
CON068501,Nguyen Van Hao,2/22/1997,KV2-NT,Khong,Khong,6.75,NA,7,6.75,6,NA,7.25,7.75,NA,NA,NA,NA,NA
ABC045205,Hoang Van Nga,3/10/1997,KV2-NT,Khong,Khong,8.25,6.75,7.5,5,NA,NA,NA,5,NA,NA,NA,NA,NA
CON067008,Le Thi Hao,9/18/1997,KV2-NT,Khong,Khong,7.5,NA,7,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB038500,Vu Thi Thang,6/17/1997,KV2-NT,NDT1,Khong,8,7.5,6.5,7.5,NA,NA,NA,4.25,NA,NA,NA,NA,NA
KTA026495,Vu Van Dung,4/8/1997,KV3,Khong,Khong,4.25,6.25,NA,7.5,NA,8,NA,4,NA,NA,NA,NA,NA
KTA097333,Vu Van Ha,12/10/1997,KV2,Khong,Khong,4.5,7,4.5,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA041009,Nguyen Van Tuan,4/24/1997,KV2-NT,Khong,Khong,8.25,6.75,NA,5.5,3.5,8.25,NA,NA,NA,NA,NA,NA,NA
ABC006712,Phan Van Cao,1/13/1997,KV2-NT,Khong,Khong,3.75,NA,7.5,6.75,NA,NA,NA,7.25,NA,NA,NA,NA,NA
ABC025977,Nguyen Van Khoa,7/23/1997,KV3,Khong,Khong,8,5,8.25,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC014210,Nguyen Van Kien,5/8/1997,KV2,Khong,Khong,8.25,4.5,NA,8.5,NA,NA,NA,7.5,NA,NA,NA,NA,NA
ABC082509,Ly Hai Hai,10/20/1997,KV3,Khong,Khong,8.25,5.5,7.5,7.75,NA,NA,NA,2.25,NA,NA,NA,NA,NA
BKT086576,Vu Dang Huong,5/11/1997,KV2-NT,Khong,Khong,6.25,6,6.25,8,NA,NA,8.5,5,NA,NA,NA,NA,NA
TMA090186,Nguyen Thi Sang,5/24/1997,KV2,Khong,Khong,5.25,7,8.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB024139,Nguyen Thi Huong,4/5/1997,KV2-NT,Khong,Khong,6.25,5.75,6.5,8,NA,NA,7,2.75,NA,NA,NA,NA,NA
BKT063531,Phan Van Tuan,5/31/1997,KV2,Khong,Khong,6,4,6.5,7.25,NA,NA,6.5,NA,NA,NA,NA,NA,NA
TLA055884,Nguyen Thi Ha,7/10/1997,KV3,Khong,Khong,8.75,5.25,7.75,7,4.5,3,NA,NA,NA,NA,NA,NA,NA
TMA058885,Le Thi Khoa,11/30/1997,KV3,Khong,Khong,7.25,5.75,4.25,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA010018,Tran Van Huong,3/15/1997,KV3,Khong,Khong,6.5,6.5,NA,7.75,6.5,NA,NA,7.25,NA,NA,NA,NA,NA
